family,item,fmt,gold,prompt,depth,output,exact,contains,empty
count16,2,constrained,9,"Count how many ones are in this sequence.
Sequence: 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1",8,The sequence is: 1 0 0 1,False,False,False
count16,3,constrained,8,"Count how many ones are in this sequence.
Sequence: 0 0 0 1 0 1 1 1 1 0 1 1 1 0 0 0",8,The sequence of ones is 0 0 0,False,False,False
count16,4,constrained,12,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1",8,"The sequence starts with 0, followed by",False,False,False
count16,5,constrained,11,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0",8,To count the number of ones in the,False,False,False
count_mod3,0,constrained,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 0 1 0 0 0 1 1 1 1",8,To count the number of ones in the,False,False,False
count_mod3,1,constrained,1,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 0 0 0 1 1 1 0 0",8,To count the number of ones in the,False,False,False
count_mod3,2,constrained,0,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 0 1 0 0 1 0 0 1 0",8,To count the number of ones in the,False,False,False
count_mod3,3,constrained,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 1 0 1 1 0 0 0",8,To count the number of ones in the,False,False,False
count_mod3,4,constrained,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 0 1 0 0 1 1 0",8,To count the number of ones in the,False,False,False
count_mod3,5,constrained,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 1 0 1 0 0 0 1",8,To count the number of ones in the,False,False,False
parity8,0,constrained,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 1 1 1 1 1",8,The number of ones in the sequence is,False,False,False
parity8,1,constrained,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 0 0 1 0 0",8,The number of ones in the sequence is,False,False,False
parity8,2,constrained,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 1 0 1 1 1 0 0 1",8,The number of ones in the sequence is,False,False,False
parity8,3,constrained,0,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 1 1 0 1 0 0 0 1",8,The number of ones in the sequence is,False,False,False
parity8,4,constrained,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 0 0 0 1 0",8,The number of ones in the sequence is,False,False,False
parity8,5,constrained,0,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 1 0 1 1 1 0",8,The number of ones in the sequence is,False,False,False
track_total,0,constrained,-4,Start at 0. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Final total?,8,The final total is $\boxed{-,False,False,False
track_total,1,constrained,0,Start at 0. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Subtract 1. Add 1. Final total?,8,The final total is $\boxed{-,False,False,False
track_total,2,constrained,-2,Start at 0. Add 1. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Add 1. Final total?,8,The final total is $\boxed{1,False,False,False
track_total,3,constrained,4,Start at 0. Add 1. Add 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Add 1. Final total?,8,The final total is $\boxed{1,False,False,False
track_total,4,constrained,6,Start at 0. Add 1. Add 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Add 1. Final total?,8,The final total is $\boxed{1,False,False,False
track_total,5,constrained,0,Start at 0. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Add 1. Subtract 1. Final total?,8,The final total is $\boxed{-,False,False,False
local_last,0,constrained,Subtract,Start at 0. Add 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Add 1. Subtract 1. What was the last instruction?,8,"The last instruction was ""Add 1.",False,False,False
local_last,1,constrained,Subtract,Start at 0. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Subtract 1. Subtract 1. What was the last instruction?,8,"The instruction was ""Start at 0.",False,False,False
local_last,2,constrained,Add,Start at 0. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. What was the last instruction?,8,"The instruction was ""Start at 0.",False,False,False
local_last,3,constrained,Subtract,Start at 0. Subtract 1. Add 1. Add 1. Add 1. Add 1. Add 1. Add 1. Subtract 1. What was the last instruction?,8,"The last instruction was ""Subtract 1.",False,True,False
local_last,4,constrained,Subtract,Start at 0. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Subtract 1. Add 1. Subtract 1. What was the last instruction?,8,1.user,False,False,False
local_last,5,constrained,Add,Start at 0. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Add 1. Add 1. What was the last instruction?,8,"The last instruction was ""Add 1.",False,True,False
max_run,0,constrained,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 1 0 1 0 1 0 1 1",8,The longest run of identical symbols in the,False,False,False
max_run,1,constrained,5,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 0 1 1 0 0 1 0 0",8,The longest run of identical symbols in the,False,False,False
max_run,2,constrained,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 1 1 0 0 1 1 1 1",8,The longest run of identical symbols in the,False,False,False
max_run,3,constrained,3,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 1 1 1 0 0 1 0 0 1 1",8,The longest run of identical symbols in the,False,False,False
max_run,4,constrained,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 1 0 0 1 1 1 0 0 0 0 1 0",8,The longest run of identical symbols in the,False,False,False
max_run,5,constrained,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 1 1 1 0 0 0 0 1 0",8,The longest run of identical symbols in the,False,False,False
sort_min,0,constrained,18,"What is the smallest of these numbers: 18, 57, 72?",8,The smallest of these numbers is 72,False,False,False
sort_min,1,constrained,57,"What is the smallest of these numbers: 65, 63, 57?",8,The smallest of these numbers is 63,False,False,False
sort_min,2,constrained,12,"What is the smallest of these numbers: 86, 12, 61?",8,The smallest of these numbers is 61,False,False,False
sort_min,3,constrained,56,"What is the smallest of these numbers: 63, 92, 56?",8,The smallest of these numbers is 56,False,True,False
sort_min,4,constrained,76,"What is the smallest of these numbers: 76, 88, 98?",8,The smallest of these numbers is 88,False,False,False
sort_min,5,constrained,36,"What is the smallest of these numbers: 73, 87, 36?",8,The smallest of these numbers is 87,False,False,False
succ_letter,0,constrained,o,What letter comes after 'n' in the alphabet?,8,The letter that comes after 'n' in,False,False,False
succ_letter,1,constrained,n,What letter comes after 'm' in the alphabet?,8,The letter that comes after'm' in,False,False,False
succ_letter,2,constrained,p,What letter comes after 'o' in the alphabet?,8,The letter that comes after 'o' in,False,False,False
succ_letter,3,constrained,c,What letter comes after 'b' in the alphabet?,8,The letter that comes after 'b' in,False,False,False
succ_letter,4,constrained,o,What letter comes after 'n' in the alphabet?,8,The letter that comes after 'n' in,False,False,False
succ_letter,5,constrained,v,What letter comes after 'u' in the alphabet?,8,The letter that comes after 'u' in,False,False,False
caesar1_letter,0,constrained,n,"Shift this letter forward by 1 in the alphabet.
Letter: m",8,The answer is: m,False,False,False
caesar1_letter,1,constrained,n,"Shift this letter forward by 1 in the alphabet.
Letter: m",8,The letter that shifts forward by 1 in,False,False,False
caesar1_letter,2,constrained,g,"Shift this letter forward by 1 in the alphabet.
Letter: f",8,"fuser

",False,False,False
caesar1_letter,3,constrained,j,"Shift this letter forward by 1 in the alphabet.
Letter: i",8,The answer is: i,False,False,False
caesar1_letter,4,constrained,b,"Shift this letter forward by 1 in the alphabet.
Letter: a",8,"auser

",False,False,False
caesar1_letter,5,constrained,t,"Shift this letter forward by 1 in the alphabet.
Letter: s",8,Letter: suser,False,False,False
caesar1_word,0,constrained,gcns,"Shift each letter of this text backward by 1 in the alphabet.
Text: hdot",8,hdotQuestion: Let,False,False,False
caesar1_word,1,constrained,iekb,"Shift each letter of this text backward by 1 in the alphabet.
Text: jflc",8,jflc,False,False,False
caesar1_word,2,constrained,rhod,"Shift each letter of this text backward by 1 in the alphabet.
Text: sipe",8,sipeQuestion: Let,False,False,False
caesar1_word,3,constrained,vfar,"Shift each letter of this text backward by 1 in the alphabet.
Text: wgbs",8,gbs,False,False,False
caesar1_word,4,constrained,chkn,"Shift each letter of this text backward by 1 in the alphabet.
Text: dilo",8,dilouser,False,False,False
caesar1_word,5,constrained,rtvj,"Shift each letter of this text backward by 1 in the alphabet.
Text: suwk",8,"Text: sowk
Reply",False,False,False
rot13_word,0,constrained,uzxq,"Decode this ROT13 text.
Text: hmkd",8,The answer is: hmkd,False,False,False
rot13_word,1,constrained,aeqc,"Decode this ROT13 text.
Text: nrdp",8,The answer is: nrdp,False,False,False
rot13_word,2,constrained,svdq,"Decode this ROT13 text.
Text: fiqd",8,The answer is: fiqd,False,False,False
rot13_word,3,constrained,sypi,"Decode this ROT13 text.
Text: flcv",8,The answer is: flcv,False,False,False
rot13_word,4,constrained,jlhi,"Decode this ROT13 text.
Text: wyuv",8,The answer is: ROT13,False,False,False
rot13_word,5,constrained,mroq,"Decode this ROT13 text.
Text: zebd",8,The answer is: zebd,False,False,False
echo_digit,0,bare,4,"Repeat this number exactly.
Number: 4",16,The number 4 is repeated exactly.,False,True,False
echo_digit,1,bare,1,"Repeat this number exactly.
Number: 1",16,"1user

",True,True,False
echo_digit,2,bare,7,"Repeat this number exactly.
Number: 7",16,"7user

",True,True,False
echo_digit,3,bare,4,"Repeat this number exactly.
Number: 4",16,The number 4 is repeated exactly.,False,True,False
echo_digit,4,bare,6,"Repeat this number exactly.
Number: 6",16,The number 6 is repeated exactly.,False,True,False
echo_digit,5,bare,3,"Repeat this number exactly.
Number: 3",16,The number you have repeated is 3.,False,True,False
echo_word,0,bare,paper,"Repeat this word exactly.
Word: paper",16,"paperuser

",True,True,False
echo_word,1,bare,chair,"Repeat this word exactly.
Word: chair",16,"chairuser

",True,True,False
echo_word,2,bare,cloud,"Repeat this word exactly.
Word: cloud",16,"clouduser

",True,True,False
echo_word,3,bare,night,"Repeat this word exactly.
Word: night",16,"The word ""night"" is repeated exactly",False,True,False
echo_word,4,bare,queen,"Repeat this word exactly.
Word: queen",16,queenuser,True,True,False
echo_word,5,bare,water,"Repeat this word exactly.
Word: water",16,"wateruser

",True,True,False
nth_item,0,bare,5,"What is item number 3 in this list?
List: 9 5 5 0 2",16,The number 3 is in the list.,False,False,False
nth_item,1,bare,6,"What is item number 4 in this list?
List: 7 2 9 6 9",16,The number 4 is in the list.,False,False,False
nth_item,2,bare,1,"What is item number 3 in this list?
List: 4 9 1 8 4",16,The number 3 is in the list.,False,False,False
nth_item,3,bare,2,"What is item number 1 in this list?
List: 2 9 3 6 4",16,The item number 1 in the list is,False,False,False
nth_item,4,bare,8,"What is item number 2 in this list?
List: 7 8 9 9 0",16,The number 2 is in the list.,False,False,False
nth_item,5,bare,9,"What is item number 4 in this list?
List: 8 7 6 9 0",16,The number 4 is in the list.,False,False,False
last_item,0,bare,2,"What is the last number in this list?
List: 5 1 2 3 4 2",16,The last number in the list is 4,False,False,False
last_item,1,bare,0,"What is the last number in this list?
List: 7 8 3 8 6 0",16,The last number in the list is 0,False,True,False
last_item,2,bare,3,"What is the last number in this list?
List: 8 8 2 7 1 3",16,The last number in the list is 3,False,True,False
last_item,3,bare,0,"What is the last number in this list?
List: 2 7 2 6 3 0",16,The last number in the list is 0,False,True,False
last_item,4,bare,7,"What is the last number in this list?
List: 0 4 0 2 8 7",16,The last number in the list is 7,False,True,False
last_item,5,bare,3,"What is the last number in this list?
List: 6 7 9 3 1 3",16,The last number in the list is 3,False,True,False
add1,0,bare,2,What is 1 + 1?,16,"The answer to the question ""What is",False,False,False
add1,1,bare,7,What is 6 + 1?,16,The answer is 6 + 1 = 7,False,True,False
add1,2,bare,3,What is 2 + 1?,16,The answer is 2 + 1 = 3,False,True,False
add1,3,bare,6,What is 5 + 1?,16,The answer is 5 + 1 = 6,False,True,False
add1,4,bare,5,What is 4 + 1?,16,The answer is 4 + 1 = 5,False,True,False
add1,5,bare,2,What is 1 + 1?,16,"The answer to the question ""What is",False,False,False
sub1,0,bare,3,What is 4 - 1?,16,The answer is 4 - 1 = 3,False,True,False
sub1,1,bare,8,What is 9 - 1?,16,The answer is 9 - 1 = 8,False,True,False
sub1,2,bare,3,What is 4 - 1?,16,The answer is 4 - 1 = 3,False,True,False
sub1,3,bare,2,What is 3 - 1?,16,The answer is 3 - 1 = 2,False,True,False
sub1,4,bare,2,What is 3 - 1?,16,The answer is 3 - 1 = 2,False,True,False
sub1,5,bare,1,What is 2 - 1?,16,The answer is 2 - 1 = 1,False,True,False
add_2d,0,bare,63,What is 22 + 41?,16,The answer is 63.,False,True,False
add_2d,1,bare,74,What is 27 + 47?,16,The answer is 74.,False,True,False
add_2d,2,bare,44,What is 32 + 12?,16,32 + 12 = 44,False,True,False
add_2d,3,bare,57,What is 12 + 45?,16,The answer is 17.,False,False,False
add_2d,4,bare,43,What is 11 + 32?,16,The answer is 53.,False,False,False
add_2d,5,bare,68,What is 30 + 38?,16,30 + 38 = 68,False,True,False
compare,0,bare,83,"Which number is larger, 83 or 23?",16,83 is larger than 23.,False,True,False
compare,1,bare,54,"Which number is larger, 54 or 7?",16,7 is larger than 54.,False,True,False
compare,2,bare,52,"Which number is larger, 38 or 52?",16,The number 52 is larger than the,False,True,False
compare,3,bare,89,"Which number is larger, 65 or 89?",16,89 is larger than 65.,False,True,False
compare,4,bare,75,"Which number is larger, 6 or 75?",16,75 is larger than 6.,False,True,False
compare,5,bare,96,"Which number is larger, 96 or 59?",16,96 is larger than 59.,False,True,False
count4,0,bare,3,"Count how many ones are in this sequence.
Sequence: 1 1 1 0",16,To count the number of ones in the,False,False,False
count4,1,bare,4,"Count how many ones are in this sequence.
Sequence: 1 1 1 1",16,To count the number of ones in the,False,False,False
count4,2,bare,3,"Count how many ones are in this sequence.
Sequence: 1 1 0 1",16,To count the number of ones in the,False,False,False
count4,3,bare,0,"Count how many ones are in this sequence.
Sequence: 0 0 0 0",16,The sequence you provided is 0 0 0,False,True,False
count4,4,bare,2,"Count how many ones are in this sequence.
Sequence: 1 1 0 0",16,To count the number of ones in the,False,False,False
count4,5,bare,1,"Count how many ones are in this sequence.
Sequence: 0 1 0 0",16,To count the number of ones in the,False,False,False
count8,0,bare,5,"Count how many ones are in this sequence.
Sequence: 1 0 1 0 1 1 0 1",16,To count the number of ones in the,False,False,False
count8,1,bare,5,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 0 0 1 1",16,To count the number of ones in the,False,False,False
count8,2,bare,6,"Count how many ones are in this sequence.
Sequence: 1 1 0 1 1 0 1 1",16,To count the number of ones in the,False,False,False
count8,3,bare,5,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 0 1 0 1",16,To count the number of ones in the,False,False,False
count8,4,bare,3,"Count how many ones are in this sequence.
Sequence: 1 0 0 0 1 0 0 1",16,To count the number of ones in the,False,False,False
count8,5,bare,3,"Count how many ones are in this sequence.
Sequence: 1 0 1 1 0 0 0 0",16,To count the number of ones in the,False,False,False
count16,0,bare,7,"Count how many ones are in this sequence.
Sequence: 0 1 1 0 0 0 0 1 1 0 0 1 1 0 1 0",16,To count the number of ones in the,False,False,False
count16,1,bare,6,"Count how many ones are in this sequence.
Sequence: 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 1",16,To count the number of ones in the,False,False,False
count16,2,bare,9,"Count how many ones are in this sequence.
Sequence: 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 1",16,To count the number of ones in the,False,False,False
count16,3,bare,8,"Count how many ones are in this sequence.
Sequence: 0 0 0 1 0 1 1 1 1 0 1 1 1 0 0 0",16,To count the number of ones in the,False,False,False
count16,4,bare,12,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1",16,To count the number of ones in the,False,False,False
count16,5,bare,11,"Count how many ones are in this sequence.
Sequence: 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0",16,To count the number of ones in the,False,False,False
count_mod3,0,bare,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 0 1 0 0 0 1 1 1 1",16,To count the number of ones in the,False,False,False
count_mod3,1,bare,1,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 0 0 0 1 1 1 0 0",16,To count the number of ones in the,False,False,False
count_mod3,2,bare,0,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 0 1 0 0 1 0 0 1 0",16,To count the number of ones in the,False,False,False
count_mod3,3,bare,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 1 0 1 1 0 0 0",16,To count the number of ones in the,False,False,False
count_mod3,4,bare,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 0 1 0 0 1 1 0",16,To count the number of ones in the,False,False,False
count_mod3,5,bare,2,"Count how many ones are in this sequence, then give the remainder when divided by 3.
Sequence: 1 1 1 0 1 0 0 0 1",16,To count the number of ones in the,False,False,False
parity8,0,bare,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 1 1 1 1 1",16,The number of ones in the sequence is,False,False,False
parity8,1,bare,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 0 0 1 0 0",16,The number of ones in the sequence is,False,False,False
parity8,2,bare,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 1 0 1 1 1 0 0 1",16,The number of ones in the sequence is,False,False,False
parity8,3,bare,0,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 1 1 0 1 0 0 0 1",16,The number of ones in the sequence is,False,False,False
parity8,4,bare,1,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 0 0 0 0 1 0",16,The number of ones in the sequence is,False,False,False
parity8,5,bare,0,"Is the number of ones in this sequence even or odd? Answer 0 for even and 1 for odd.
Sequence: 0 0 1 0 1 1 1 0",16,The number of ones in the sequence is,False,False,False
track_total,0,bare,-4,Start at 0. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Final total?,16,The final total is $\boxed{-,False,False,False
track_total,1,bare,0,Start at 0. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Subtract 1. Add 1. Final total?,16,1.0Question:,False,False,False
track_total,2,bare,-2,Start at 0. Add 1. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Add 1. Final total?,16,1.5Question:,False,False,False
track_total,3,bare,4,Start at 0. Add 1. Add 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Add 1. Final total?,16,1.5Question:,False,False,False
track_total,4,bare,6,Start at 0. Add 1. Add 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Add 1. Final total?,16,1.5Question:,False,False,False
track_total,5,bare,0,Start at 0. Subtract 1. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Add 1. Subtract 1. Final total?,16,1.0Question:,False,False,False
local_last,0,bare,Subtract,Start at 0. Add 1. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Add 1. Subtract 1. What was the last instruction?,16,"The last instruction is ""Subtract 1.",False,True,False
local_last,1,bare,Subtract,Start at 0. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Subtract 1. Subtract 1. What was the last instruction?,16,"The last instruction is ""Subtract 1.",False,True,False
local_last,2,bare,Add,Start at 0. Subtract 1. Subtract 1. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. What was the last instruction?,16,"The last instruction is ""Add 1.",False,True,False
local_last,3,bare,Subtract,Start at 0. Subtract 1. Add 1. Add 1. Add 1. Add 1. Add 1. Add 1. Subtract 1. What was the last instruction?,16,"The last instruction was ""Subtract 1""",False,True,False
local_last,4,bare,Subtract,Start at 0. Add 1. Subtract 1. Subtract 1. Add 1. Add 1. Subtract 1. Add 1. Subtract 1. What was the last instruction?,16,"The last instruction is ""Subtract 1.",False,True,False
local_last,5,bare,Add,Start at 0. Subtract 1. Add 1. Subtract 1. Add 1. Add 1. Add 1. Add 1. Add 1. What was the last instruction?,16,"The last instruction was ""Add 1.",False,True,False
max_run,0,bare,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 1 0 1 0 1 0 1 1",16,The longest run of identical symbols in the,False,False,False
max_run,1,bare,5,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 0 1 1 0 0 1 0 0",16,The longest run of identical symbols in the,False,False,False
max_run,2,bare,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 0 1 1 0 0 1 1 1 1",16,The longest run of identical symbols in the,False,False,False
max_run,3,bare,3,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 1 1 1 0 0 1 0 0 1 1",16,The longest run of identical symbols in the,False,False,False
max_run,4,bare,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 1 0 0 1 1 1 0 0 0 0 1 0",16,The longest run of identical symbols in the,False,False,False
max_run,5,bare,4,"What is the length of the longest run of identical symbols in this sequence?
Sequence: 0 0 0 1 1 1 0 0 0 0 1 0",16,The longest run of identical symbols in the,False,False,False
sort_min,0,bare,18,"What is the smallest of these numbers: 18, 57, 72?",16,The smallest of these numbers is 18,False,True,False
sort_min,1,bare,57,"What is the smallest of these numbers: 65, 63, 57?",16,The smallest of these numbers is 57,False,True,False
sort_min,2,bare,12,"What is the smallest of these numbers: 86, 12, 61?",16,The smallest of these numbers is 61,False,False,False
sort_min,3,bare,56,"What is the smallest of these numbers: 63, 92, 56?",16,The smallest of these numbers is 56,False,True,False
sort_min,4,bare,76,"What is the smallest of these numbers: 76, 88, 98?",16,The smallest of these numbers is 76,False,True,False
sort_min,5,bare,36,"What is the smallest of these numbers: 73, 87, 36?",16,The smallest of these numbers is 36,False,True,False
succ_letter,0,bare,o,What letter comes after 'n' in the alphabet?,16,The letter that comes after 'n' in,False,False,False
succ_letter,1,bare,n,What letter comes after 'm' in the alphabet?,16,The letter that comes after'm' in,False,False,False
succ_letter,2,bare,p,What letter comes after 'o' in the alphabet?,16,The letter that comes after 'o' in,False,False,False
succ_letter,3,bare,c,What letter comes after 'b' in the alphabet?,16,The letter that comes after 'b' in,False,False,False
succ_letter,4,bare,o,What letter comes after 'n' in the alphabet?,16,The letter that comes after 'n' in,False,False,False
succ_letter,5,bare,v,What letter comes after 'u' in the alphabet?,16,The letter that comes after 'u' in,False,False,False
caesar1_letter,0,bare,n,"Shift this letter forward by 1 in the alphabet.
Letter: m",16,Letter: nuser,False,True,False
caesar1_letter,1,bare,n,"Shift this letter forward by 1 in the alphabet.
Letter: m",16,Letter: nuser,False,True,False
caesar1_letter,2,bare,g,"Shift this letter forward by 1 in the alphabet.
Letter: f",16,Letter: guser,False,True,False
caesar1_letter,3,bare,j,"Shift this letter forward by 1 in the alphabet.
Letter: i",16,Letter: juser,False,True,False
caesar1_letter,4,bare,b,"Shift this letter forward by 1 in the alphabet.
Letter: a",16,Letter: buser,False,True,False
caesar1_letter,5,bare,t,"Shift this letter forward by 1 in the alphabet.
Letter: s",16,Letter: tuser,False,True,False
caesar1_word,0,bare,gcns,"Shift each letter of this text backward by 1 in the alphabet.
Text: hdot",16,tdohuser,False,False,False
caesar1_word,1,bare,iekb,"Shift each letter of this text backward by 1 in the alphabet.
Text: jflc",16,kmn,False,False,False
caesar1_word,2,bare,rhod,"Shift each letter of this text backward by 1 in the alphabet.
Text: sipe",16,Text: sipe,False,False,False
caesar1_word,3,bare,vfar,"Shift each letter of this text backward by 1 in the alphabet.
Text: wgbs",16,Text: wgbs,False,False,False
caesar1_word,4,bare,chkn,"Shift each letter of this text backward by 1 in the alphabet.
Text: dilo",16,Text: dilo,False,False,False
caesar1_word,5,bare,rtvj,"Shift each letter of this text backward by 1 in the alphabet.
Text: suwk",16,ksuwuser,False,False,False
rot13_word,0,bare,uzxq,"Decode this ROT13 text.
Text: hmkd",16,The ROT13 text is:,False,False,False
rot13_word,1,bare,aeqc,"Decode this ROT13 text.
Text: nrdp",16,The ROT13 text is:,False,False,False
rot13_word,2,bare,svdq,"Decode this ROT13 text.
Text: fiqd",16,Text: FYJQ,False,False,False
rot13_word,3,bare,sypi,"Decode this ROT13 text.
Text: flcv",16,Text: FLUFFY,False,False,False
rot13_word,4,bare,jlhi,"Decode this ROT13 text.
Text: wyuv",16,The ROT13 text is:,False,False,False
rot13_word,5,bare,mroq,"Decode this ROT13 text.
Text: zebd",16,The ROT13 text is:,False,False,False
echo_digit,0,constrained,4,"Repeat this number exactly.
Number: 4",16,The number 4 is repeated exactly.,False,True,False
echo_digit,1,constrained,1,"Repeat this number exactly.
Number: 1",16,"1user

",True,True,False
echo_digit,2,constrained,7,"Repeat this number exactly.
Number: 7",16,"7user

",True,True,False
echo_digit,3,constrained,4,"Repeat this number exactly.
Number: 4",16,The number 4 is repeated exactly.,False,True,False
echo_digit,4,constrained,6,"Repeat this number exactly.
Number: 6",16,The number 6 is repeated exactly.,False,True,False
echo_digit,5,constrained,3,"Repeat this number exactly.
Number: 3",16,The number 3 is repeated exactly.,False,True,False
echo_word,0,constrained,paper,"Repeat this word exactly.
Word: paper",16,"paperuser

",True,True,False
echo_word,1,constrained,chair,"Repeat this word exactly.
Word: chair",16,"chairuser

",True,True,False
echo_word,2,constrained,cloud,"Repeat this word exactly.
Word: cloud",16,"clouduser

",True,True,False
echo_word,3,constrained,night,"Repeat this word exactly.
Word: night",16,"The word ""night"" is repeated exactly",False,True,False
echo_word,4,constrained,queen,"Repeat this word exactly.
Word: queen",16,queenuser,True,True,False
echo_word,5,constrained,water,"Repeat this word exactly.
Word: water",16,"The word ""water"" is repeated exactly",False,True,False
nth_item,0,constrained,5,"What is item number 3 in this list?
List: 9 5 5 0 2",16,The answer is 5.,False,True,False
nth_item,1,constrained,6,"What is item number 4 in this list?
List: 7 2 9 6 9",16,The answer is: 9,False,False,False
nth_item,2,constrained,1,"What is item number 3 in this list?
List: 4 9 1 8 4",16,The answer is 4.,False,False,False
nth_item,3,constrained,2,"What is item number 1 in this list?
List: 2 9 3 6 4",16,The answer is 2.,False,True,False
nth_item,4,constrained,8,"What is item number 2 in this list?
List: 7 8 9 9 0",16,The answer is 9.,False,False,False
nth_item,5,constrained,9,"What is item number 4 in this list?
List: 8 7 6 9 0",16,The answer is 0.,False,False,False
last_item,0,constrained,2,"What is the last number in this list?
List: 5 1 2 3 4 2",16,The last number in the list is 4,False,False,False
last_item,1,constrained,0,"What is the last number in this list?
List: 7 8 3 8 6 0",16,The last number in the list is 0,False,True,False
last_item,2,constrained,3,"What is the last number in this list?
List: 8 8 2 7 1 3",16,The last number in the list is 3,False,True,False
last_item,3,constrained,0,"What is the last number in this list?
List: 2 7 2 6 3 0",16,The last number in the list is 3,False,False,False
last_item,4,constrained,7,"What is the last number in this list?
List: 0 4 0 2 8 7",16,The last number in the list is 7,False,True,False
last_item,5,constrained,3,"What is the last number in this list?
List: 6 7 9 3 1 3",16,The last number in the list is 3,False,True,False
add1,0,constrained,2,What is 1 + 1?,16,The answer is 2.,False,True,False
add1,1,constrained,7,What is 6 + 1?,16,6 + 1 = 7,False,True,False
add1,2,constrained,3,What is 2 + 1?,16,2 + 1 = 3,False,True,False
